code_only,Prompt,Result
"```python
def distinct_numbers_in_subarrays(nums, k):
    counts = {}
    ans = []
    for i, num in enumerate(nums):
        counts[num] = counts.get(num, 0) + 1
        if i >= k:
            counts[nums[i - k]] -= 1
            if counts[nums[i - k]] == 0:
                del counts[nums[i - k]]
        if i >= k - 1:
            ans.append(len(counts))
    return ans
```

",,
"```python
def maxAliveYear(logs):
    years = [0] * 101
    for log in logs:
        years[log[0] - 1950] += 1
        years[log[1] - 1950] -= 1
    max_population = years[0]
    max_year = 1950
    for i in range(1, 101):
        years[i] += years[i - 1]
        if years[i] > max_population:
            max_population = years[i]
            max_year = i + 1950
    return max_year
```

",,
"```python
def maxDistance(nums1, nums2):
    i, j, maxDist = 0, 0, 0
    while i < len(nums1) and j < len(nums2):
        if nums1[i] > nums2[j]:
            i += 1
        else:
            maxDist = max(maxDist, j - i)
            j += 1
    return maxDist
```

",,
"```python
def maxSumMinProduct(nums: list[int]) -> int:
    MOD = int(1e9 + 7)
    max_product = 0
    stk = []
    prefix_sum = [0] * (len(nums) + 1)

    for i in range(len(nums)):
        prefix_sum[i + 1] = prefix_sum[i] + nums[i]

    for i in range(len(nums)):
        while stk and nums[stk[-1]] > nums[i]:
            min_val = nums[stk.pop()]
            max_product = max(max_product, min_val * (prefix_sum[i] - prefix_sum[stk[-1] + 1 if stk else 0]))
        stk.append(i)
       
    while stk:
        min_val = nums[stk.pop()]
        max_product = max(max_product, min_val * (prefix_sum[len(nums)] - prefix_sum[stk[-1] + 1 if stk else 0]))

    return max_product % MOD
```


",,
"```python
from collections import deque

def largestPathValue(colors: str, edges: List[List[int]]) -> int:
    n = len(colors)
    adj = [[] for _ in range(n)]
    
    in_degrees = [0] * n
    for e in edges:
        adj[e[0]].append(e[1])
        in_degrees[e[1]] += 1
        
    color_counts = [[0] * 26 for _ in range(n)]
    queue = deque()
    
    for i in range(n):
        if in_degrees[i] == 0:
            queue.append(i)
            
    visited_nodes = 0
    max_color_value = 0
    
    while queue:
        node = queue.pop()
        color = ord(colors[node]) - ord('a')
        visited_nodes += 1
        
        for neighbor in adj[node]:
            for c in range(26):
                count = color_counts[node][c] + (c == color)
                color_counts[neighbor][c] = max(color_counts[neighbor][c], count)
                max_color_value = max(max_color_value, count)
                
            in_degrees[neighbor] -= 1
            if in_degrees[neighbor] == 0:
                queue.append(neighbor)
                
    return max_color_value if visited_nodes == n else -1
```


",,
"```python
def maximum_time(time: str) -> str:
    time = list(time)
    if time[0] == ""?"":
        time[0] = ""2"" if time[1] == ""?"" or int(time[1]) < 4 else ""1""
    if time[1] == ""?"":
        time[1] = ""3"" if time[0] == ""2"" else ""9""
    if time[3] == ""?"":
        time[3] = ""5""
    if time[4] == ""?"":
        time[4] = ""9""
    return """".join(time)
```

",,
"```python
def min_operations_to_satisfy_conditions(a: str, b: str) -> int:
    same, less, greater = 0, 0, 0

    for i in range(len(a)):
        if a[i] == b[i]:
            same += 1
        elif a[i] < b[i]:
            less += 1
        else:
            greater += 1

    return min(same + max(less, greater), less, greater)
```

",,
"```python
import heapq

def kthLargestValue(matrix, k):
    m, n = len(matrix), len(matrix[0])
    prefix_xor = [[0] * (n + 1) for _ in range(m + 1)]
    pq = []

    for i in range(1, m + 1):
        for j in range(1, n + 1):
            prefix_xor[i][j] = matrix[i - 1][j - 1] ^ prefix_xor[i - 1][j] ^ prefix_xor[i][j - 1] ^ prefix_xor[i - 1][j - 1]
            heapq.heappush(pq, prefix_xor[i][j])
            if len(pq) > k:
                heapq.heappop(pq)
    return pq[0]
```


",,
"```python
def min_boxes_touching_floor(n):
    return (n + 1) // 2
```

",,
"```python
def sum_of_floored_pairs(nums):
    MOD = 10**9 + 7
    n = len(nums)
    max_element = max(nums)
    cnt = [0] * (max_element + 1)
    for num in nums:
        cnt[num] += 1
    for i in range(1, max_element + 1):
        cnt[i] += cnt[i - 1]

    res = 0
    for num in nums:
        j, k = 1, 1
        while k <= max_element:
            res += j * (cnt[min(k + num - 1, max_element)] - cnt[k - 1])
            res %= MOD
            j += 1
            k += num

    return res
```

",,
"```python
def subsetXORSum(nums):
    ans = 0
    n = len(nums)
    max_val = 1 << n
    for i in range(1, max_val):
        xor_total = 0
        for j in range(n):
            if i & (1 << j):
                xor_total ^= nums[j]
        ans += xor_total
    return ans
```

",,
"```python
def minSwaps(s):
    zeroCount = s.count('0')
    oneCount = len(s) - zeroCount

    if abs(zeroCount - oneCount) > 1:
        return -1

    swaps1 = swaps2 = 0
    for i, c in enumerate(s):
        if i % 2 == 0 and c != '0':
            swaps1 += 1
        if i % 2 == 1 and c != '1':
            swaps1 += 1
    swaps1 = swaps1 // 2

    for i, c in enumerate(s):
        if i % 2 == 0 and c != '1':
            swaps2 += 1
        if i % 2 == 1 and c != '0':
            swaps2 += 1
    swaps2 = swaps2 // 2

    if zeroCount == oneCount:
        return min(swaps1, swaps2)
    return swaps2 if zeroCount > oneCount else swaps1
```

",,
"```python
from collections import defaultdict

class FindSumPairs:
    def __init__(self, nums1: list[int], nums2: list[int]):
        self.nums1 = nums1
        self.nums2 = nums2
        self.nums2_map = defaultdict(int)
        for num in nums2:
            self.nums2_map[num] += 1

    def add(self, index: int, val: int) -> None:
        self.nums2_map[self.nums2[index]] -= 1
        self.nums2[index] += val
        self.nums2_map[self.nums2[index]] += 1

    def count(self, tot: int) -> int:
        return sum(self.nums2_map.get(tot - num, 0) for num in self.nums1)
```


",,
"```python
from collections import defaultdict

def restoreArray(adjacentPairs):
    graph = defaultdict(list)
    for pair in adjacentPairs:
        graph[pair[0]].append(pair[1])
        graph[pair[1]].append(pair[0])

    n = len(graph)
    nums = [0] * n
    for key, nodes in graph.items():
        if len(nodes) == 1:
            nums[0] = key
            break

    nums[1] = graph[nums[0]][0]
    for i in range(2, n):
        nums[i] = (graph[nums[i - 1]][1]
                   if (nums[i - 2] == graph[nums[i - 1]][0])
                   else graph[nums[i - 1]][0])

    return nums
```

",,
"```python
def findRLEProduct(encoded1, encoded2):
    result = []
    i, j, count1, count2 = 0, 0, 0, 0

    while i < len(encoded1) and j < len(encoded2):
        product = encoded1[i][0] * encoded2[j][0]
        count = min(encoded1[i][1] - count1, encoded2[j][1] - count2)
        count1 += count
        count2 += count

        if result and result[-1][0] == product:
            result[-1][1] += count
        else:
            result.append([product, count])

        if count1 == encoded1[i][1]:
            i += 1
            count1 = 0

        if count2 == encoded2[j][1]:
            j += 1
            count2 = 0

    return result
```

",,
"```python
def checkZeroOnes(s: str) -> bool:
    max_ones, max_zeros, current_ones, current_zeros = 0, 0, 0, 0
    for c in s:
        if c == '1':
            current_ones += 1
            current_zeros = 0
        else:
            current_zeros += 1
            current_ones = 0
        max_ones = max(max_ones, current_ones)
        max_zeros = max(max_zeros, current_zeros)
    return max_ones > max_zeros
```

",,
"```python
from math import ceil

def minSpeedOnTime(dist, hour):
    max_time = hour - len(dist) + 1
    lower, upper = 1.0, 1e7
    while upper - lower >= 1e-9:
        mid = (lower + upper) / 2
        time_taken = sum(ceil(d / mid) - (0 if i == len(dist) - 1 else 1) for i, d in enumerate(dist))
        if time_taken <= max_time:
            upper = mid
        else:
            lower = mid
    return ceil(lower) if lower <= 1e7 else -1
```

",,
"```python
def is_palindrome(s, l, r):
    while l < r:
        if s[l] != s[r]:
            return False
        l += 1
        r -= 1
    return True

def check_partitioning(s):
    n = len(s)
    for i in range(n - 2):
        if is_palindrome(s, 0, i):
            for j in range(i + 1, n - 1):
                if is_palindrome(s, i + 1, j) and is_palindrome(s, j + 1, n - 1):
                    return True
    return False
```


",,
"```python
def can_eat(candiesCount, queries):
    prefix_sum = [0] * (len(candiesCount) + 1)
    for i in range(len(candiesCount)):
        prefix_sum[i + 1] = prefix_sum[i] + candiesCount[i]

    result = [False] * len(queries)
    for i in range(len(queries)):
        favoriteType, favoriteDay, dailyCap = queries[i]
        x1 = favoriteDay + 1
        y1 = (favoriteDay + 1) * dailyCap

        x2 = prefix_sum[favoriteType] + 1
        y2 = prefix_sum[favoriteType + 1]

        result[i] = not (x1 > y2 or y1 < x2)

    return result
```

",,
"```python
def can_choose(groups, nums):
    g_i, n_i = 0, 0
    while g_i < len(groups) and n_i + len(groups[g_i]) <= len(nums):
        if nums[n_i : n_i + len(groups[g_i])] == groups[g_i]:
            n_i += len(groups[g_i])
            g_i += 1
        else:
            n_i += 1
    return g_i == len(groups)
```

",,
"```python
from collections import deque

def highest_island(is_water):
    m, n = len(is_water), len(is_water[0])
    height = [[-1] * n for _ in range(m)]
    q = deque()

    for i in range(m):
        for j in range(n):
            if is_water[i][j] == 1:
                height[i][j] = 0
                q.append((i, j))

    dx = [-1, 0, 1, 0]
    dy = [0, 1, 0, -1]

    while q:
        x, y = q.popleft()

        for i in range(4):
            newX = x + dx[i]
            newY = y + dy[i]

            if 0 <= newX < m and 0 <= newY < n and height[newX][newY] == -1:
                height[newX][newY] = height[x][y] + 1
                q.append((newX, newY))

    return height
```

",,
"```python
def minPairSum(nums):
    nums.sort()
    max_sum = 0
    for i in range(len(nums) // 2):
        max_sum = max(max_sum, nums[i] + nums[-1 - i])
    return max_sum
```

",,
"```python
def check(nums):
    count = 0
    for i in range(1, len(nums)):
        if nums[i] < nums[i - 1]:
            count += 1
        if count > 1:
            return False
    return count == 1 or nums[0] >= nums[-1]
```

",,
